"ID";"ROOTID";"CRDA";"NAME";"ISSYSTEM";"CODE";"CATCODE";"EAN";"EANID";"CAT_ID";"TYPE_ID";"PATH_ID";"MAINPACK";"SINGLEPACK";"UNITS_ID";"STOCK_AVAL";"STOCK_LOCAL";"STOCK_EXT";"STOCK_UNAVAL";"STOCK_RES";"STOCK_EXP";"STOCK_ALARM";"STOCK_ORDER_ALARM";"STOCK_LOAD_ALARM";"STOCK_RESORDERS";"DESCR";"DELETED";"NEXTDELIVERY";"NEXTDELIVERYLOAD";"IMPCORP";"INSTORE";"INPLIST";"COSTPRICE";"COSTMATPRICE";"FIFOPRICE";"FIFOCASHID";"DFLTECPRICE";"YEAREXPCONS";"YEAREXPCONSBOM";"INSHOP";"HEATLVL";"HSCODE";"CORIGIN";"PREFORIGIN";"CYCLE";"COUNTRES";"SYSSTATUS";"POPULARITY"
12455;"NULL";"NULL";"Multiframe akcesoria kostka 3x - bez stopki";"NULL";"S.3302003: Luban2 3-way Connector w/o Foot, black";"MUL-ACC-CUBE-X3-S";"NULL";"NULL";19655;308;17641;1.00;1.00;116;45.00;45.00;0.00;0.00;0.00;0.00;8.00;25.00;15.00;0.00;"";"n";"NULL";"NULL";1;30;"y";10.62;8.95;2.1800;2;26.00;42.00;42.00;1;4;"";"";"n";22322;"NULL";10;59
12456;"NULL";"NULL";"Kabel wymienny adFrame Quick";"NULL";"E5 wire line, standard 2,5m";"KAB-WYM-ADF-Q";"NULL";"NULL";19602;10796;11942;1.00;1.00;116;41.00;41.00;0.00;0.00;0.00;0.00;3.00;10.00;6.00;0.00;"";"n";"NULL";"NULL";1;30;"y";13.69;12.02;3.0000;2;"NULL";8.00;8.00;0;4;"";"";"n";22322;"NULL";10;31
12458;"NULL";"30.12.2025 09:25:53.366";"mFrame ŁĄCZNIK I 12PIN 180 STOPNI";"NULL";"180° long frame connector with 12 pins";"MFR-CON-I-12-180-S";"NULL";"NULL";19653;308;12503;1.00;1.00;116;243.00;243.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"Akcesoria do systemów wystawienniczych - łącznik stalowy";"n";"NULL";"NULL";1;30;"y";47.20;47.20;11.0000;2;176.00;4.00;4.00;1;5;"";"Chiny";"n";22322;"NULL";11;6
12460;"NULL";"11.11.2025 03:45:58.757";"mFrame MASKOWNICA ZAŚLEPKA ĆWIERĆWAŁEK";"NULL";"M-S.06.01.01";"MFR-COV-PRO-Z-C";"NULL";"NULL";19653;308;12503;1.00;1.00;116;169.00;169.00;0.00;0.00;0.00;0.00;4.00;20.00;12.00;0.00;"";"n";"NULL";"NULL";1;30;"y";21.60;19.93;5.0000;2;26.00;11.00;11.00;0;5;"";"";"n";22324;"NULL";10;4
12463;"NULL";"NULL";"mFrame PÓŁKA LED";"NULL";"ACS.02.06.01";"MFR-SHE-LEDS";"NULL";"NULL";19653;308;12503;1.00;1.00;116;42.00;42.00;0.00;0.00;0.00;20.00;0.00;0.00;0.00;0.00;"";"n";"19.06.2026";"NULL";1;30;"y";99.52;97.85;20.0000;2;599.00;0.00;0.00;1;5;"";"";"n";22324;"NULL";10;2
12464;"NULL";"NULL";"mFrame PÓŁKA UCHWYT PIN LED KOMPLET";"NULL";"ACS.02.06.02";"MFR-SHE-UCH-P-L-S";"NULL";"NULL";19653;308;12503;1.00;1.00;116;178.00;178.00;0.00;5.00;1.00;0.00;5.00;40.00;20.00;0.00;"";"n";"NULL";"NULL";1;30;"y";80.17;80.17;20.0000;2;305.00;0.00;0.00;1;4;"";"";"n";22322;"NULL";10;14
12466;"NULL";"NULL";"mFrame WÓZEK 8 RAM PAS BLOKUJĄCY";"NULL";"Belt wirh velcro(8 frames) - black color";"MFR-WOZ-8-R-P-B";"NULL";"NULL";19653;308;12503;1.00;1.00;116;95.00;95.00;0.00;0.00;0.00;0.00;2.00;4.00;3.00;0.00;"";"n";"NULL";"NULL";1;30;"y";15.63;15.63;4.0000;2;26.00;2.00;2.00;1;4;"";"";"n";22322;"NULL";10;8
12467;"NULL";"NULL";"mFrame WÓZEK 6/8 RAM PAS BLOKUJĄCY";"NULL";"Belt wirh velcro(6 frames)- black color";"MFR-WOZ-6-R-P-B";"NULL";"NULL";19653;308;12503;1.00;1.00;116;291.00;291.00;0.00;0.00;0.00;0.00;5.00;100.00;50.00;0.00;"";"n";"NULL";"NULL";1;30;"y";15.63;15.63;4.0000;2;26.00;15.00;15.00;1;4;"";"";"n";22322;"NULL";10;4
12468;"NULL";"NULL";"mFrame TRANSPORT PLASTIK OCHRONNY";"NULL";"ACS.01.02.06";"MFR-TRA-PLA-O";"NULL";"NULL";19653;308;12503;1.00;1.00;116;879.00;879.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"";"n";"NULL";"NULL";1;30;"y";0.64;0.64;0.1500;2;4.00;0.00;0.00;1;5;"";"";"n";22324;"NULL";10;26
12474;"NULL";"NULL";"Wydruk EDGE 3x3 - FRONT";"NULL";"NULL";"P-EDGE-3X3-FRO";"NULL";"NULL";19643;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"";"n";"NULL";"NULL";1;5;"y";171.35;87.36;0.0000;0;275.00;1.00;1.00;0;"NULL";"";"";"n";22322;"NULL";10;2
12475;"NULL";"NULL";"Wydruk EDGE 4x3 - FRONT";"NULL";"NULL";"P-EDGE-4X3-FRO";"NULL";"NULL";19643;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"";"n";"NULL";"NULL";1;5;"y";204.58;115.09;0.0000;0;352.00;2.00;2.00;0;"NULL";"";"";"n";22322;"NULL";10;4
12476;"NULL";"NULL";"Wydruk EDGE 3x3/4x3 - BOK";"NULL";"NULL";"P-EDGE-3X3/4X3-BOK";"NULL";"NULL";19643;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"";"n";"NULL";"NULL";1;5;"y";61.61;18.04;0.0000;0;"NULL";7.00;7.00;0;"NULL";"";"";"n";22322;"NULL";10;12
12489;"NULL";"NULL";"Wydruk Leżak";"NULL";"NULL";"P-ADD";"NULL";"NULL";16893;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;1073.00;0.00;0.00;0.00;"NULL";0.00;"";"n";"NULL";"NULL";1;5;"y";23.34;8.36;0.0000;0;"NULL";47.00;10265.00;0;"NULL";"";"";"n";22322;"NULL";10;35
12490;"NULL";"NULL";"Leżak - stelaż";"NULL";"NULL";"ADD-FRA";"NULL";"NULL";11749;308;15349;1.00;1.00;116;1218.00;1218.00;0.00;102.00;1080.00;0.00;500.00;0.00;0.00;0.00;"";"n";"NULL";"NULL";1;30;"y";60.25;51.92;48.5000;0;89.00;166.00;10407.00;0;1;"";"";"n";22322;"NULL";10;193
12492;"NULL";"NULL";"Wydruk adWall Vario Classic 160 dwustronny";"NULL";"NULL";"P-ADW-VAR-CLA-160-D-S";"NULL";"NULL";19645;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";184.19;100.10;0.0000;0;576.00;7.00;7.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;10
12493;"NULL";"NULL";"adWall Vario Classic 220 dwustronne";"NULL";"NULL";"ADW-VAR-CLA-220-D-S";"NULL";"NULL";19629;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Aluminiowa ścianka reklamowa Vario z wydrukiem na materiale testylnym";"n";"NULL";"NULL";1;5;"y";597.68;491.99;0.0000;0;1149.00;24.00;24.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;11
12494;"NULL";"NULL";"Wydruk adWall Vario Classic 220 dwustronny";"NULL";"NULL";"P-ADW-VAR-CLA-220-D-S";"NULL";"NULL";19645;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";230.71;133.36;0.0000;0;719.00;9.00;33.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;11
12496;"NULL";"NULL";"Wydruk adWall Vario Classic 280 dwustronny";"NULL";"NULL";"P-ADW-VAR-CLA-280-D-S";"NULL";"NULL";19645;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";278.94;166.65;0.0000;0;862.00;15.00;15.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;26
12498;"NULL";"NULL";"Wydruk adWall Vario Classic 340 dwustronny";"NULL";"NULL";"P-ADW-VAR-CLA-340-D-S";"NULL";"NULL";19645;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";320.48;199.93;0.0000;0;994.00;9.00;9.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;8
12501;"NULL";"NULL";"adWall Vario Arch (zestaw A+B)";"NULL";"NULL";"ADW-VAR-ARCH-Z-A";"NULL";"NULL";19628;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Aluminiowa ścianka reklamowa z wydrukiem na materiale tekstylnym";"n";"NULL";"NULL";1;5;"y";2164.70;1679.33;0.0000;0;4599.00;7.00;7.00;1;"NULL";"76169990";"Polska";"n";22322;"NULL";10;15
12502;"NULL";"NULL";"Wydruk adWall Vario Arch (zestaw A+B)";"NULL";"NULL";"P-ADW-VAR-ARCH-Z-A";"NULL";"NULL";19644;10805;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do bramy reklamowej";"n";"NULL";"NULL";1;5;"y";1090.63;488.59;0.0000;0;1698.00;"NULL";"NULL";1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;3
12651;"NULL";"08.04.2026 15:35:44.933";"Medium summer do leżaków";"NULL";"Tkanina Summer SMR";"MED-SUM-DO-L";"NULL";"NULL";19597;152;176;5.00;100.00;11814;366.83;366.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";"n";"NULL";"NULL";1;30;"y";23.89;18.39;11.2000;0;"NULL";0.00;33.00;0;5;"";"";"n";22322;"NULL";11;82
12655;"NULL";"NULL";"Wydruk adWall Vario Łukowa 300 Ø43 dwustronny bez stóp";"NULL";"NULL";"P-ADW-VAR-CUR-300-O43-D-S-F";"NULL";"NULL";19645;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";292.20;186.06;0.0000;0;"NULL";5.00;5.00;0;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;14
12656;"NULL";"NULL";"Wydruk adWall Vario Presto Light 060  dwustronny";"NULL";"NULL";"P-ADW-VAR1-PRE-L-060-D-S";"NULL";"NULL";19646;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;6.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";100.29;52.88;0.0000;0;219.00;274.00;274.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;287
12657;"NULL";"NULL";"Wydruk adWall Vario Presto Light 090  dwustronny";"NULL";"NULL";"P-ADW-VAR1-PRE-L-090-D-S";"NULL";"NULL";19646;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;27.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";118.57;63.96;0.0000;0;262.00;1277.00;1277.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;1281
12658;"NULL";"NULL";"Wydruk adWall Vario Presto Light 120  dwustronny";"NULL";"NULL";"P-ADW-VAR1-PRE-L-120-D-S";"NULL";"NULL";19646;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;3.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";141.86;80.62;0.0000;0;339.00;311.00;311.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;608
12659;"NULL";"NULL";"Wydruk adWall Vario Presto Light 150  dwustronny";"NULL";"NULL";"P-ADW-VAR1-PRE-L-150-D-S";"NULL";"NULL";19646;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;28.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";174.17;102.87;0.0000;0;414.00;308.00;308.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;446
12660;"NULL";"NULL";"Wydruk adWall Vario Prosta Light 240 dwustronny";"NULL";"NULL";"P-ADW-VAR1-STR-L-240-D-S";"NULL";"NULL";19646;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;34.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";248.26;152.72;0.0000;0;944.00;457.00;457.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;799
12661;"NULL";"NULL";"Wydruk adWall Vario Prosta Light 300 dwustronny";"NULL";"NULL";"P-ADW-VAR1-STR-L-300-D-S";"NULL";"NULL";19646;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;15.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";293.86;186.06;0.0000;0;980.00;890.00;890.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;1408
12662;"NULL";"NULL";"Zamek zwykły czarny, dł. 160cm";"NULL";"NULL";"ZAM-ZWY-CZA-D-160";"NULL";"NULL";187;10796;176;1.00;1.00;116;2007.00;2007.00;0.00;0.00;0.00;2000.00;600.00;1000.00;"NULL";0.00;"";"n";"NULL";"NULL";1;20;"y";2.54;0.23;2.5600;0;"NULL";"NULL";"NULL";0;2;"";"";"n";22322;"NULL";10;142
12663;"NULL";"NULL";"Kabel zasilający do zasilacza (AC 3PIN) UK";"NULL";"854-380; 13A, 250 V AC, 2P+E Typ G, brytyjskie BS1363";"KAB-ZAS-DO-Z-AC-3-UK";"NULL";"NULL";19602;10796;12615;"NULL";"NULL";116;37.00;37.00;0.00;0.00;0.00;0.00;12.00;30.00;0.00;0.00;"";"n";"NULL";"NULL";1;30;"y";76.49;74.82;16.5200;1;"NULL";140.00;140.00;0;5;"";"";"n";22322;"NULL";10;32
12664;"NULL";"17.03.2026 10:19:12.416";"mFrame blat do półki - szare";"NULL";"półka mframe";"SHE-MFR-SZ";"NULL";"NULL";19653;10796;12503;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"Półka do trybunki wystawienniczej wykonana z MDF";"n";"NULL";"NULL";1;30;"n";97.97;96.30;90.0000;0;"NULL";0.00;0.00;0;5;"9403910090";"Polska";"n";22324;"NULL";11;4
12503;"NULL";"NULL";"adWall Vario Big Island dwustronne";"NULL";"NULL";"ADW-VAR-BIG-I-D-S";"NULL";"NULL";19628;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Aluminiowa ścianka reklamowa Vario z wydrukiem na materiale testylnym";"n";"NULL";"NULL";1;5;"y";2037.47;1411.43;0.0000;0;4999.00;2.00;2.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;5
12504;"NULL";"NULL";"Wydruk adWall Vario Big Island dwustronny";"NULL";"NULL";"P-ADW-VAR-BIG-I-D-S";"NULL";"NULL";19644;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";1408.29;790.59;0.0000;0;2859.00;3.00;5.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;0
12507;"NULL";"NULL";"adUp Vario Clover Maxi dwustronne";"NULL";"NULL";"ADUP-VAR-CLO-M-D-S";"NULL";"NULL";19617;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Aluminiowa ścianka reklamowa (hanger) podwieszana z wydrukiem na materiale tekstylnym";"n";"NULL";"NULL";1;5;"y";1757.10;1322.48;0.0000;0;2969.00;1.00;1.00;1;"NULL";"7616999099";"Polska";"n";22325;"NULL";10;2
12508;"NULL";"NULL";"Wydruk adUp Vario Clover Maxi dwustronny";"NULL";"NULL";"P-ADUP-VAR-CLO-M-D-S";"NULL";"NULL";19647;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do systemu podwieszanego";"n";"NULL";"NULL";1;5;"y";1092.09;665.80;0.0000;0;1819.00;0.00;1.00;1;"NULL";"4911109000";"Polska";"t";22325;"NULL";10;0
12514;"NULL";"NULL";"Wydruk adWall Vario Craft dwustronny";"NULL";"NULL";"P-ADW-VAR-CRA-D-S";"NULL";"NULL";19644;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";929.30;516.05;0.0000;0;2299.00;5.00;5.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;6
12515;"NULL";"NULL";"adWall Vario Craft dwustronne";"NULL";"NULL";"ADW-VAR-CRA-D-S";"NULL";"NULL";19628;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Aluminiowa ścianka reklamowa Vario z wydrukiem na materiale testylnym";"n";"NULL";"NULL";1;5;"y";1955.67;1502.73;0.0000;0;4399.00;10.00;10.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;14
12516;"NULL";"NULL";"Wydruk adWall Vario Craft NEW dwustronny";"NULL";"NULL";"P-ADW-VAR-CRA-N-D";"NULL";"NULL";19644;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";1118.71;674.11;0.0000;0;"NULL";0.00;10.00;0;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;0
12517;"NULL";"NULL";"adWall Vario C-wall dwustronne";"NULL";"NULL";"ADW-VAR-CWA-D-S";"NULL";"NULL";19628;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Aluminiowa ścianka reklamowa Vario z wydrukiem na materiale testylnym";"n";"NULL";"NULL";1;5;"y";737.97;602.43;0.0000;0;2419.00;11.00;11.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;19
12518;"NULL";"NULL";"Wydruk adWall Vario Cwall dwustronny";"NULL";"NULL";"P-ADW-VAR-CWA-D-S";"NULL";"NULL";19644;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";335.45;208.25;0.0000;0;1265.00;10.00;21.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;13
12519;"NULL";"NULL";"adWall Vario Fall dwustronne";"NULL";"NULL";"ADW-VAR-FALL-D-S";"NULL";"NULL";19628;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;"NULL";0.00;"Aluminiowa ścianka reklamowa Vario z wydrukiem na materiale testylnym";"n";"NULL";"NULL";1;5;"y";820.30;609.38;0.0000;0;2419.00;2.00;2.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;15
12520;"NULL";"NULL";"Wydruk adWall Vario Fall dwustronny";"NULL";"NULL";"P-ADW-VAR-FALL-D-S";"NULL";"NULL";19644;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";496.80;294.21;0.0000;0;1331.00;17.00;19.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;35
12523;"NULL";"NULL";"adWall Vario Island dwustronne";"NULL";"NULL";"ADW-VAR-ISL-D-S";"NULL";"NULL";19628;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;"NULL";0.00;"Aluminiowa ścianka reklamowa Vario z wydrukiem na materiale testylnym";"n";"NULL";"NULL";1;5;"y";1146.68;831.53;0.0000;0;2639.00;36.00;36.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;80
12524;"NULL";"NULL";"Wydruk adWall Vario Island dwustronny";"NULL";"NULL";"P-ADW-VAR-ISL-D-S";"NULL";"NULL";19644;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";706.40;399.58;0.0000;0;1815.00;38.00;74.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;41
12527;"NULL";"NULL";"adWall Vario Classic Light 180 dwustronne";"NULL";"NULL";"ADW-VAR-CLA-L-180-D-S";"NULL";"NULL";19630;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Aluminiowa ścianka reklamowa Vario z wydrukiem na materiale testylnym";"n";"NULL";"NULL";1;5;"y";522.52;420.12;0.0000;0;1363.00;13.00;13.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;16
12528;"NULL";"NULL";"Wydruk adWall Vario Classic Light 180 dwustronny";"NULL";"NULL";"P-ADW-VAR-CLA-L-180-D-S";"NULL";"NULL";19646;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";202.48;108.41;0.0000;0;564.00;13.00;26.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;8
12529;"NULL";"NULL";"adWall Vario Classic Light 240  dwustronne";"NULL";"NULL";"ADW-VAR-CLA-L-240-D-S";"NULL";"NULL";19630;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Aluminiowa ścianka reklamowa Vario z wydrukiem na materiale testylnym";"n";"NULL";"NULL";1;5;"y";578.92;461.58;0.0000;0;1393.00;5.00;5.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;22
12530;"NULL";"NULL";"Wydruk adWall Vario Classic Light 240 dwustronny";"NULL";"NULL";"P-ADW-VAR-CLA-L-240-D-S";"NULL";"NULL";19646;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";250.69;141.69;0.0000;0;738.00;3.00;8.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;7
12531;"NULL";"NULL";"adWall Vario Classic Light 300  dwustronne";"NULL";"NULL";"ADW-VAR-CLA-L-300-D-S";"NULL";"NULL";19630;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;"NULL";0.00;"Aluminiowa ścianka reklamowa Vario z wydrukiem na materiale testylnym";"n";"NULL";"NULL";1;5;"y";621.48;489.21;0.0000;0;1521.00;12.00;12.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;33
12532;"NULL";"NULL";"Wydruk adWall Vario Classic Light 300 dwustronny";"NULL";"NULL";"P-ADW-VAR-CLA-L-300-D-S";"NULL";"NULL";19646;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";298.90;174.96;0.0000;0;909.00;18.00;30.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;7
12533;"NULL";"NULL";"adWall Vario Horizontal dwustronne";"NULL";"NULL";"ADW-VAR-HOR-D-S";"NULL";"NULL";19629;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;3.00;0.00;0.00;0.00;"NULL";0.00;"Aluminiowa ścianka reklamowa Vario z wydrukiem na materiale testylnym";"n";"NULL";"NULL";1;5;"y";336.80;234.90;0.0000;0;769.00;89.00;89.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;61
12534;"NULL";"NULL";"Wydruk adWall Vario Light Horizontal dwustronny";"NULL";"NULL";"P-ADW-VAR-LIG-H-D-S";"NULL";"NULL";19646;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;3.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";174.26;80.69;0.0000;0;449.00;31.00;120.00;1;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;25
12536;"NULL";"NULL";"Wydruk adWall Vario Łukowa 240 Ø43 dwustronny bez stóp";"NULL";"NULL";"P-ADW-VAR-CUR-240-O43-D-S-F";"NULL";"NULL";19645;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";242.93;151.05;0.0000;0;"NULL";5.00;5.00;0;"NULL";"4911109000";"Polska";"t";22322;"NULL";10;6
12540;"NULL";"NULL";"Wydruk adWall Vario Łukowa 230 Ø34 dwustronny";"NULL";"NULL";"P-ADW-VAR-CUR-230-O34-D-S";"NULL";"NULL";19645;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Wydruk na materiale tekstylnym do ścianki reklamowej Vario";"n";"NULL";"NULL";1;5;"y";233.96;142.17;0.0000;0;"NULL";"NULL";"NULL";0;"NULL";"4911109000";"Polska";"t";22325;"NULL";10;1
12541;"NULL";"NULL";"adWall Vario Łukowa 240 Ø43 dwustronne";"NULL";"NULL";"ADW-VAR-CUR-240-O43-D-S";"NULL";"NULL";19629;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Aluminiowa ścianka reklamowa Vario z wydrukiem na materiale testylnym";"n";"NULL";"NULL";1;5;"y";621.73;518.39;0.0000;0;1699.00;89.00;89.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;91
